id,title,company,department,skills_required,description,location,remote,stipend_min_inr,stipend_max_inr,duration_weeks,url,date_posted,role_level,sector
8087,Clinical Research Intern,Air India,Biotech / Medical,Data Analysis;Cell Culture;Research Protocols;GCP;Clinical Research;Lab Techniques,"Clinical Research Intern at Air India. Work on projects, mentored by senior staff. Required skills: Data Analysis, Cell Culture, Research Protocols, GCP, Clinical Research, Lab Techniques.","Dehradun, IN",False,15000,17000,24,https://careers.example.com/airindia/8087,2025-05-28,Internship,NGO
8088,Vet Assistant Intern,Google for Startups,Veterinary / Animal Care,Vaccination;Clinical Support;Grooming;NLP,"Vet Assistant Intern at Google for Startups. Work on projects, mentored by senior staff. Required skills: Vaccination, Clinical Support, Grooming, NLP.","Goa, IN",False,8000,10000,20,https://careers.example.com/googleforstartups/8088,2025-11-07,Internship,Startup
8089,Textile Intern,Hindustan Times,Fashion / Textile,Illustrator;Textile Knowledge;Sewing;Pattern Making,"Textile Intern at Hindustan Times. Work on projects, mentored by senior staff. Required skills: Illustrator, Textile Knowledge, Sewing, Pattern Making.","Goa, IN",False,30000,32000,6,https://careers.example.com/hindustantimes/8089,2025-03-17,Internship,NGO
8090,Program Intern,Mumbai Indians (IPL),NGO / Social Work,Monitoring & Evaluation;Grant Writing;Case Management,"Program Intern at Mumbai Indians (IPL). Work on projects, mentored by senior staff. Required skills: Monitoring & Evaluation, Grant Writing, Case Management.","Delhi NCR, IN",False,30000,45000,24,https://careers.example.com/mumbaiindiansipl/8090,2026-01-17,Junior,Academic
8091,Business Development Intern,Bharti Airtel,Marketing / Business,Google Analytics;SEO;Excel;Branding;Social Media;Communication,"Business Development Intern at Bharti Airtel. Work on projects, mentored by senior staff. Required skills: Google Analytics, SEO, Excel, Branding, Social Media, Communication.","Ahmedabad, IN",False,30000,40000,4,https://careers.example.com/bhartiairtel/8091,2025-07-09,Entry,Academic
8092,Business Analyst Intern,Uber,Data Science / Analytics,Pandas;SQL,"Business Analyst Intern at Uber. Work on projects, mentored by senior staff. Required skills: Pandas, SQL.","Toronto, CA",False,15000,25000,4,https://careers.example.com/uber/8092,2026-01-15,Entry,Private
8093,Retail Operations Intern,Tech Mahindra,Retail / Sales,Customer Service;Merchandising;Negotiation,"Retail Operations Intern at Tech Mahindra. Work on projects, mentored by senior staff. Required skills: Customer Service, Merchandising, Negotiation.","Chennai, IN",False,20000,35000,6,https://careers.example.com/techmahindra/8093,2025-05-29,Internship,Private
8094,Animal Care Intern,HSBC,Veterinary / Animal Care,Vaccination;Clinical Support;Grooming,"Animal Care Intern at HSBC. Work on projects, mentored by senior staff. Required skills: Vaccination, Clinical Support, Grooming.","Mumbai, IN",False,8000,28000,6,https://careers.example.com/hsbc/8094,2025-09-24,Entry,Private
8095,Accounting Intern,Cambridge University,Finance / Accounting,Excel;SAP;Financial Modeling;Valuation;Tally;QuickBooks;Accounting,"Accounting Intern at Cambridge University. Work on projects, mentored by senior staff. Required skills: Excel, SAP, Financial Modeling, Valuation, Tally, QuickBooks, Accounting.","Delhi NCR, IN",False,25000,35000,8,https://careers.example.com/cambridgeuniversity/8095,2026-02-12,Internship,Public
8096,Investment Research Intern,Adani Group,Finance / Accounting,Financial Modeling;SAP;QuickBooks;Tally;Valuation;Accounting;Excel,"Investment Research Intern at Adani Group. Work on projects, mentored by senior staff. Required skills: Financial Modeling, SAP, QuickBooks, Tally, Valuation, Accounting, Excel.","Hyderabad, IN",False,3000,3000,4,https://careers.example.com/adanigroup/8096,2025-06-11,Junior,NGO
8097,Sports Operations Intern,LinkedIn,Sports / Coaching,Fitness Training;Athlete Monitoring;Coaching;Plan Design,"Sports Operations Intern at LinkedIn. Work on projects, mentored by senior staff. Required skills: Fitness Training, Athlete Monitoring, Coaching, Plan Design.","Thane, IN",False,3000,8000,8,https://careers.example.com/linkedin/8097,2025-06-21,Internship,Public
8098,Data Analyst Intern,ITC,Data Science / Analytics,Data Visualization;Statistics;Pandas;Power BI;SQL,"Data Analyst Intern at ITC. Work on projects, mentored by senior staff. Required skills: Data Visualization, Statistics, Pandas, Power BI, SQL.","Toronto, CA",False,0,5000,8,https://careers.example.com/itc/8098,2025-11-14,Internship,NGO
8099,Site Intern,Dr. Reddy's Laboratories,Architecture / Civil,AutoCAD;Construction Drawings;SketchUp;R,"Site Intern at Dr. Reddy's Laboratories. Work on projects, mentored by senior staff. Required skills: AutoCAD, Construction Drawings, SketchUp, R.","Bengaluru, IN",False,15000,20000,16,https://careers.example.com/drreddyslaboratories/8099,2025-05-02,Junior,Private
8100,Culinary Assistant Intern,IISc Bangalore,Culinary / Food,Recipe Development;Baking,"Culinary Assistant Intern at IISc Bangalore. Work on projects, mentored by senior staff. Required skills: Recipe Development, Baking.","Berlin, DE",False,5000,20000,24,https://careers.example.com/iiscbangalore/8100,2025-07-08,Entry,Startup
8101,Guest Relations Intern,Kotak Mahindra Bank,Hospitality / Tourism,Food & Beverage;Event Coordination;Plating,"Guest Relations Intern at Kotak Mahindra Bank. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Event Coordination, Plating.","Kolkata, IN",True,0,0,4,https://careers.example.com/kotakmahindrabank/8101,2025-07-15,Internship,Academic
8102,Hotel Operations Intern,Biocon,Hospitality / Tourism,Event Coordination;Guest Service;Food & Beverage,"Hotel Operations Intern at Biocon. Work on projects, mentored by senior staff. Required skills: Event Coordination, Guest Service, Food & Beverage.","Kolkata, IN",False,25000,27000,6,https://careers.example.com/biocon/8102,2025-12-11,Internship,NGO
8103,Aerospace Intern,The Hindu,Aviation / Aerospace,Maintenance Protocols;Aircraft Systems;Flight Ops,"Aerospace Intern at The Hindu. Work on projects, mentored by senior staff. Required skills: Maintenance Protocols, Aircraft Systems, Flight Ops.","Dehradun, IN",True,3000,8000,20,https://careers.example.com/thehindu/8103,2025-12-17,Internship,NGO
8104,Product Design Intern,Wipro,Design / UX,Sketch;Wireframing;Prototyping,"Product Design Intern at Wipro. Work on projects, mentored by senior staff. Required skills: Sketch, Wireframing, Prototyping.","Pune, IN",False,5000,15000,6,https://careers.example.com/wipro/8104,2025-05-29,Internship,Private
8105,CAD Intern,AngelList,Architecture / Civil,SketchUp;Site Visits;Revit;Construction Drawings;AutoCAD;Policy Briefs,"CAD Intern at AngelList. Work on projects, mentored by senior staff. Required skills: SketchUp, Site Visits, Revit, Construction Drawings, AutoCAD, Policy Briefs.","Thane, IN",False,30000,30000,24,https://careers.example.com/angellist/8105,2026-01-16,Entry,Private
8106,Research Intern,Reliance Retail,Research / Policy,Literature Review;Quantitative Analysis;Policy Briefs;Qualitative Methods;Stata,"Research Intern at Reliance Retail. Work on projects, mentored by senior staff. Required skills: Literature Review, Quantitative Analysis, Policy Briefs, Qualitative Methods, Stata.","Lucknow, IN",True,25000,27000,24,https://careers.example.com/relianceretail/8106,2025-08-20,Internship,NGO
8107,Technical Documentation Intern,NITI Aayog,Aviation / Aerospace,Flight Ops;Maintenance Protocols;Aircraft Systems,"Technical Documentation Intern at NITI Aayog. Work on projects, mentored by senior staff. Required skills: Flight Ops, Maintenance Protocols, Aircraft Systems.","Dehradun, IN",False,3000,3000,10,https://careers.example.com/nitiaayog/8107,2025-05-14,Junior,Private
8108,Aerospace Intern,All India Institute of Medical Sciences (AIIMS),Aviation / Aerospace,Technical Documentation;Flight Ops;Aircraft Systems,"Aerospace Intern at All India Institute of Medical Sciences (AIIMS). Work on projects, mentored by senior staff. Required skills: Technical Documentation, Flight Ops, Aircraft Systems.","Thane, IN",False,10000,30000,10,https://careers.example.com/allindiainstituteofmedicalsciencesaiims/8108,2025-08-14,Junior,NGO
8109,Audit Intern,WHO,Finance / Accounting,Valuation;SAP,"Audit Intern at WHO. Work on projects, mentored by senior staff. Required skills: Valuation, SAP.","Dehradun, IN",False,0,2000,4,https://careers.example.com/who/8109,2025-07-03,Internship,Startup
8110,Data Analyst Intern,HUL,Data Science / Analytics,Excel;Tableau;Machine Learning;Data Visualization;Pandas;Power BI,"Data Analyst Intern at HUL. Work on projects, mentored by senior staff. Required skills: Excel, Tableau, Machine Learning, Data Visualization, Pandas, Power BI.","Mumbai, IN",False,30000,50000,16,https://careers.example.com/hul/8110,2025-07-17,Entry,Startup
8111,Aerospace Intern,Myntra,Aviation / Aerospace,Maintenance Protocols;Flight Ops;Technical Documentation,"Aerospace Intern at Myntra. Work on projects, mentored by senior staff. Required skills: Maintenance Protocols, Flight Ops, Technical Documentation.","Delhi NCR, IN",False,10000,12000,6,https://careers.example.com/myntra/8111,2025-05-21,Internship,Public
8112,Data Research Intern,Kotak Mahindra Bank,Research / Policy,Policy Briefs;Literature Review,"Data Research Intern at Kotak Mahindra Bank. Work on projects, mentored by senior staff. Required skills: Policy Briefs, Literature Review.","Toronto, CA",False,3000,5000,24,https://careers.example.com/kotakmahindrabank/8112,2026-03-03,Junior,Academic
8113,Urban Planning Intern,IIT Bombay,Architecture / Civil,AutoCAD;SketchUp;Construction Drawings;Site Visits,"Urban Planning Intern at IIT Bombay. Work on projects, mentored by senior staff. Required skills: AutoCAD, SketchUp, Construction Drawings, Site Visits.","Goa, IN",False,20000,35000,12,https://careers.example.com/iitbombay/8113,2025-12-28,Internship,Startup
8114,Guest Relations Intern,Jawaharlal Nehru University,Hospitality / Tourism,Food & Beverage;Guest Service;Event Coordination,"Guest Relations Intern at Jawaharlal Nehru University. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Guest Service, Event Coordination.","Delhi NCR, IN",True,25000,30000,10,https://careers.example.com/jawaharlalnehruuniversity/8114,2025-09-26,Internship,NGO
8115,Public Health Intern,Air India,Public Health / Epidemiology,Health Promotion;Data Analysis;Survey Design;Field Surveys;Surveillance,"Public Health Intern at Air India. Work on projects, mentored by senior staff. Required skills: Health Promotion, Data Analysis, Survey Design, Field Surveys, Surveillance.",Remote,True,20000,20000,4,https://careers.example.com/airindia/8115,2025-10-22,Internship,Public
8116,Policy Intern,Christian Medical College (CMC) Vellore,Research / Policy,Stata;Policy Briefs;Route Planning,"Policy Intern at Christian Medical College (CMC) Vellore. Work on projects, mentored by senior staff. Required skills: Stata, Policy Briefs, Route Planning.","Berlin, DE",False,15000,15000,4,https://careers.example.com/christianmedicalcollegecmcvellore/8116,2025-05-31,Entry,Academic
8117,Photography Intern,Biocon,Arts / Media,Video Editing;Content Creation;Storyboarding;Adobe Premiere;Photography;Photoshop,"Photography Intern at Biocon. Work on projects, mentored by senior staff. Required skills: Video Editing, Content Creation, Storyboarding, Adobe Premiere, Photography, Photoshop.",Singapore,False,5000,15000,6,https://careers.example.com/biocon/8117,2026-01-13,Internship,Startup
8118,Data Analyst Intern,Hero MotoCorp,Data Science / Analytics,Power BI;Machine Learning;SQL,"Data Analyst Intern at Hero MotoCorp. Work on projects, mentored by senior staff. Required skills: Power BI, Machine Learning, SQL.","Bengaluru, IN",False,5000,15000,8,https://careers.example.com/heromotocorp/8118,2025-08-25,Internship,Private
8119,Backend Intern,Sun Pharmaceutical,Web Development,Express;Bootstrap;CSS;REST APIs;MongoDB;Node.js;JavaScript,"Backend Intern at Sun Pharmaceutical. Work on projects, mentored by senior staff. Required skills: Express, Bootstrap, CSS, REST APIs, MongoDB, Node.js, JavaScript.","Jaipur, IN",False,15000,17000,6,https://careers.example.com/sunpharmaceutical/8119,2026-01-02,Entry,NGO
8120,M&E Intern,J.P. Morgan,NGO / Social Work,Case Management;Fundraising,"M&E Intern at J.P. Morgan. Work on projects, mentored by senior staff. Required skills: Case Management, Fundraising.","Lucknow, IN",False,25000,40000,16,https://careers.example.com/jpmorgan/8120,2026-02-15,Internship,Academic
8121,Health Data Intern,UNICEF,Public Health / Epidemiology,Surveillance;Health Promotion;Survey Design;Data Analysis;Field Surveys,"Health Data Intern at UNICEF. Work on projects, mentored by senior staff. Required skills: Surveillance, Health Promotion, Survey Design, Data Analysis, Field Surveys.","Jaipur, IN",False,15000,25000,24,https://careers.example.com/unicef/8121,2025-06-09,Internship,Public
8122,Athlete Support Intern,PricewaterhouseCoopers,Sports / Coaching,Plan Design;Coaching;Athlete Monitoring,"Athlete Support Intern at PricewaterhouseCoopers. Work on projects, mentored by senior staff. Required skills: Plan Design, Coaching, Athlete Monitoring.","Toronto, CA",False,3000,3000,24,https://careers.example.com/pricewaterhousecoopers/8122,2025-04-05,Internship,Academic
8123,Program Intern,NTPC,NGO / Social Work,Fundraising;Monitoring & Evaluation;Case Management;Community Outreach,"Program Intern at NTPC. Work on projects, mentored by senior staff. Required skills: Fundraising, Monitoring & Evaluation, Case Management, Community Outreach.","Chennai, IN",True,8000,23000,4,https://careers.example.com/ntpc/8123,2025-04-06,Junior,NGO
8124,TA - Undergraduate,Apollo Hospitals,Education / Teaching,Assessment Design;Lesson Planning;Communication,"TA - Undergraduate at Apollo Hospitals. Work on projects, mentored by senior staff. Required skills: Assessment Design, Lesson Planning, Communication.","Lucknow, IN",False,30000,40000,8,https://careers.example.com/apollohospitals/8124,2025-11-06,Entry,Public
8125,Video Production Intern,Internshala,Arts / Media,Photography;Photoshop;Video Editing;Content Creation,"Video Production Intern at Internshala. Work on projects, mentored by senior staff. Required skills: Photography, Photoshop, Video Editing, Content Creation.","Berlin, DE",False,25000,25000,6,https://careers.example.com/internshala/8125,2025-10-23,Entry,Private
